,Review,Category,Drug,category_id
1219,"""Confusion, lethargy, diarrhea, hyperchloremia, CO2 16, nausea, dizziness""",Adverse,Acetazolamide,1
1220,"All seemed well for the first two weeks, and now we are back to the beginning with headaches, swelling of the face, blurred vision and unusual tiredness",Adverse,Acetazolamide,1
1221,"It helped us both sleep, avoided getting ill and suppressed our appetites",Effective,Acetazolamide,0
1222,"We did feel some very slight dizziness/lightheadedness when we first started it, but were able to pretty much ignore it",Effective,Acetazolamide,0
1223,I highly recommend it if you will be unable to acclimate - your trip will not be spoiled by getting sick,Effective,Acetazolamide,0
1224,"""I only had side effects for the first 2 weeks",Effective,Acetazolamide,0
1225,The most annoying side effect was the tingling in my feet and knees,Adverse,Acetazolamide,1
1226,"Luckily, my hand were fine",Effective,Acetazolamide,0
1227,I also had to go pee at least 20 times a day and each time I would pee a hell lot of water,Adverse,Acetazolamide,1
1228,This was mostly disturbing when I was at work and had to get up every 30 minutes to go to the bathroom,Adverse,Acetazolamide,1
1229,My head also felt pretty light and I fell asleep easily during the day,Effective,Acetazolamide,0
1230,"""My experience with acetazolamide has been okay",Effective,Acetazolamide,0
1231,"(I got IIH because it was a rare side effect of an antibiotic I was on for my acne, minocycline) it has been VERY effective at relieving the pressure, but gives really annoying side effects, like tingling of my fingers, face, and toes",Effective,Acetazolamide,0
1232,Like when I'm trying to sleep my feet tingle and go crazy and it makes it impossible to sleep,Adverse,Acetazolamide,1
1233,It also made me have little to no appetite and I have lost 20 pounds in about 2 months,Adverse,Acetazolamide,1
1234,"I my neurologist told me that long term use of this medication can cause kidney damage, but 6 months to a year shouldn't be a worry",Adverse,Acetazolamide,1
1235,"I have lost 8 IBS being on it already, tingling in the fingers, and around my lips",Adverse,Acetazolamide,1
1236,"I no longer drink pop anymore at all, it works",Effective,Acetazolamide,0
1237,In this time I have found it a very effective drug,Effective,Acetazolamide,0
1238,One side effect I did experience was the drug Tegretol in tandem with Diamox did not allow the Diamox to work effectively,Ineffective,Acetazolamide,2
1239,This was soon discovered and Tegretol was stopped,Ineffective,Acetazolamide,2
1240,My family Dr took me off the prednisone after a few months and I gained over 100lbs,Adverse,Acetazolamide,1
1241,The Diamox caused me weird side effects,Adverse,Acetazolamide,1
1242,"My face was all ""tingling"", everything I ate or drank tasted metallic (especially if it was fruit or carbonated)",Adverse,Acetazolamide,1
1243,"Eventually the tingling started down my neck, chest, and hands/arms",Adverse,Acetazolamide,1
1244,"""I have been taking this medicine for only two weeks after being diagnosed with pseudotumor cerebri and it is awful",Adverse,Acetazolamide,1
1245,I feel like everything is getting worse,Adverse,Acetazolamide,1
1246,"Before the medication I already had the ringing in my ears, the terrible headaches, and occasionally I had numbness of my face, hands, and legs along with many Other symptoms",Ineffective,Acetazolamide,2
1247,"Now since taking this medication the ring and headaches are EXACTLY the same if not worse and my feet are killing me, they are constantly ""asleep"" with the feeling of tiny thumb tack jabs all over",Ineffective,Acetazolamide,2
1248,"it's multiple times a day, walking, standing, sitting, laying down, I feel worse now than I did before",Adverse,Acetazolamide,1
1249,"""This medication saved my vision and made my headaches go away",Effective,Acetazolamide,0
1250,I have the side effects of metallic taste with fizzy drinks and some sexual dysfunction but it doesn't effect my daily life,Effective,Acetazolamide,0
1251,"""Works amazingly!""",Effective,Acetazolamide,0
1252,"""Effective, but not without side effects",Effective,Acetazolamide,0
1253,"The first month was pretty bad - my hands, feet, and legs were falling asleep and I experienced painful tingling and cramps",Adverse,Acetazolamide,1
1254,"My joints also had problems, and I had to wear a brace on my knee for a little while",Adverse,Acetazolamide,1
1255,I was more lethargic,Adverse,Acetazolamide,1
1256,Anything carbonated tasted awful,Adverse,Acetazolamide,1
1257,I couldn't drink caffeine or my whole body would feel weird and tingly,Adverse,Acetazolamide,1
1258,I also had to pee a lot during the first few weeks and was quite thirsty,Adverse,Acetazolamide,1
1259,"Over time, most of the side effects went away, and my pressure went down",Effective,Acetazolamide,0
1260,My vision problems completely went away,Effective,Acetazolamide,0
1261,"However, a new side effect appeared after about two years - tinnitus",Adverse,Acetazolamide,1
1262,Started losing my eyesight and then they found a blood clot in the main artery of my brain,Adverse,Acetazolamide,1
1263,"Once blood clot was treated still had fluid behind my eyes, headaches, foggy brain and no energy",Ineffective,Acetazolamide,2
1264,The diamox has helped the foggy brain,Effective,Acetazolamide,0
1265,"The side effects weren't bad had tingling for few days, metallic taste and drowsiness",Effective,Acetazolamide,0
1266,The drowsiness is the worst part because several Other medicines I take cause drowsiness also,Adverse,Acetazolamide,1
1267,I did have pain in my joints for first two days but it went away,Effective,Acetazolamide,0
1268,I have lost 8lbs since starting it,Adverse,Acetazolamide,1
1269,"""Diamox didn't work and I hate it""",Ineffective,Acetazolamide,2
1270,"""Side effects far worse than Idiopathic Intracranial Hypertension (IIH) it's self",Adverse,Acetazolamide,1
1271,"Constantly nauseous, made no difference to headaches/pressure, suffered with slight breathing difficulties & palpitations, the tingling in hands and feet were more like cramp than tingling in the end",Adverse,Acetazolamide,1
1272,"gave me acetazolamide which got rid of the pressure, but caused these insane rashes everywhere on my legs and extreme muscle pain",Adverse,Acetazolamide,1
1273,Side effects are horrible,Adverse,Acetazolamide,1
1274,And I also have noticed more and more side effects the longer I take the meds,Adverse,Acetazolamide,1
1275,Without this medication I have seven to eight episodes weekly,Effective,Acetazolamide,0
1276,It really a is a miracle drug!!!! For the tingling sensation I take emernc it's a vitamin and immune booster,Effective,Acetazolamide,0
1277,"I also found a whole list of medications and food you can't take while taking diamox on Pinterest and as long as I stay on top of everything I feel better""",Effective,Acetazolamide,0
1278,"Yes, this caused severe abdominal and GI upset for almost the first month I was taking it and a little bit here and there",Adverse,Acetazolamide,1
1279,My ophthalmologist has seen an improvement,Effective,Acetazolamide,0
1280,The benefits that I have had with my vision and headaches has been wonderful,Effective,Acetazolamide,0
1281,"It really works, but had tingling effects in my hands and feet as well as the drowsiness/tiredness",Effective,Acetazolamide,0
1282,With the correct dosage I was able to reasonably maintain my headaches,Effective,Acetazolamide,0
1283,"The most common side effects I have are tingling in hands, face, and feet and dry mouth",Adverse,Acetazolamide,1
1284,These are tolerable side effects compared to pain off of the medication,Effective,Acetazolamide,0
1285,"My eye doctor, after a month of different testing, diagnosed me with pseudotumor cerebri and a neurologist started me on diamox and within two weeks my eye turned straight again, and the headaches and double vision were gone",Effective,Acetazolamide,0
1286,"I experienced the common tingling in my hands and feet, difficulty drinking carbonated beverages, small rashes, and lethargy from diamox, but it was all bearable after a week and within a month I am fixed",Effective,Acetazolamide,0
1287,This drug is truly a miracle for people who suffer with the effects of altitude problems,Effective,Acetazolamide,0
1288,Very few side effects that I experience,Effective,Acetazolamide,0
1289,"Tingling in your fingers and toes on occasion, little tired, but not extreme",Effective,Acetazolamide,0
1290,Carbonated drinks are strange tasting as well,Adverse,Acetazolamide,1
1291,"""Day 21 
 I had completely lost my eyesight, imagine that",Adverse,Acetazolamide,1
1292,Losing 20/10 vision at 25 years old,Adverse,Acetazolamide,1
1293,"The side effects, I get a lil tingle in my feet for a minute maybe 4x a day, carbon drinks taste weird",Adverse,Acetazolamide,1
1294,The diamox dropped my pressure in both eyes to 5 which is low,Effective,Acetazolamide,0
1295,But I am regaining vision no peripheral vision yet but I am blessed to have something,Effective,Acetazolamide,0
1296,Diamox has been a wonder drug in preventing alt,Effective,Acetazolamide,0
1297,sickness on tours I've been on since Bolivia,Adverse,Acetazolamide,1
1298,Tingling and bad tasting soda symptoms are greatly reduced at that dosage compared to the 250mg I initially used,Effective,Acetazolamide,0
1299,"""I have congenital glaucoma this medication was prescribed to me in 2009 the worse medication I've ever had",Adverse,Acetazolamide,1
1300,"Tingling of the toes, fingers at times lips",Adverse,Acetazolamide,1
1301,Worse headache of my life and it's related to Diamox according to my doctor,Adverse,Acetazolamide,1
1302,The headache becomes so bad I can't think straight,Adverse,Acetazolamide,1
1303,It doesn't lower eye pressure for me in its entirety,Ineffective,Acetazolamide,2
1304,"Also, accompanied with this medication it falls down horribly on my stomach unbelievable pain as well as dizzy symptoms",Adverse,Acetazolamide,1
1305,I have tried every available option out there to treat tinnitus and nothing has worked,Ineffective,Acetazolamide,2
1306,Within 2 hours of taking diamox the ringing in my ears stopped completely and the pressure behind my eyes went away as well as headaches I've dealt with for years,Effective,Acetazolamide,0
1307,I was shocked that this medicine is working as one of the side effects was ringing in the ears but I am having the opposite effect,Effective,Acetazolamide,0
1308,"""In a pretty critical situation after cataract surgery, this drug brought it totally in line",Effective,Acetazolamide,0
1309,Side effects for me were mild though annoying,Effective,Acetazolamide,0
1310,"Of all of the side effects, a spacey feeling for about 10 minutes the first two times, and tingling fingers and toes",Adverse,Acetazolamide,1
1311,All in all worth it for short term treatment,Effective,Acetazolamide,0
1312,"""All I have to say is that this pill has made my life so much better",Effective,Acetazolamide,0
1313,"Ever since I've never been the same until now although I deal with the side effects (sleepy, muscle weakness , tiredness, tingling ) being sleepy has been the worst to cope with because I'm a mOther and I have things to do BUT at least some days I'm able to function well and that's better than nothing",Effective,Acetazolamide,0
1314,"""I had swelling around my optic nerves causing vision problems and also had debilitating headaches that got worse with movement and made it impossible to exercise",Adverse,Acetazolamide,1
1315,I lived with it for years unknowingly and got progressively worse,Adverse,Acetazolamide,1
1316,I have been taking generic Diamox for 3 weeks and haven't had a single headache,Effective,Acetazolamide,0
1317,"There are 2 side effects I experience, tingling in my feet which was very bOthersome but has lessened and that any beverages with carbonation taste terrible",Adverse,Acetazolamide,1
1318,Nothing ever showed on MRI's so they kept giving me migraine medicines but nothing ever worked,Ineffective,Acetazolamide,2
1319,"Once I was diagnosed and took the medicine the pressure went away, but the side effects started",Effective,Acetazolamide,0
1320,Tingling and bad tasting carbonation is something that you can deal with when the bowling ball size pressure in your brain is gone,Effective,Acetazolamide,0
1321,The worst side effect for me was the spacey and droggy-ness I felt,Adverse,Acetazolamide,1
1322,"""I felt horrible for the first two weeks after being diagnosed with pseudotumor cerbri, and taking the medicine 1000mg a day",Adverse,Acetazolamide,1
1323,The tingling in my hands face and toes comes and goes,Ineffective,Acetazolamide,2
1324,I have had no more headaches or pressure in my sinuses since the first few weeks of starting it,Effective,Acetazolamide,0
1325,"""I had high pressure in eye after cataract surgery",Adverse,Acetazolamide,1
1326,This lowered the pressure in two days,Effective,Acetazolamide,0
1327,"Made me spacey and I slept a lot but it worked!""",Effective,Acetazolamide,0
1328,"""This medicine helped me so much to relieve some of the pressure in my head and leveled the pressure in my eyes",Effective,Acetazolamide,0
1329,I also have edema of the legs and it gets so bad that at times I retain over 20 lbs of water which slows me down terribly,Adverse,Acetazolamide,1
1330,The pills helped me greatly and kept me active,Effective,Acetazolamide,0
1331,"However my doctor decided to take me off them and put me on Topamax because though the pressures were down, the headaches and pain was still there",Ineffective,Acetazolamide,2
1332,I have gained so much weight because I barely move at times and have not been as active as I once was,Adverse,Acetazolamide,1
1333,My legs and now my abdomen are filled with fluid,Adverse,Acetazolamide,1
1334,Started diamox and it changed my life,Effective,Acetazolamide,0
1335,Within days I was feeling so much relief,Effective,Acetazolamide,0
1336,"Over time, my dose went up and the next move was an LP shunt which has worked wonders for almost 8 years",Effective,Acetazolamide,0
1337,It's starting to fail now so my revision is scheduled and I'm back on diamox in the meantime,Ineffective,Acetazolamide,2
1338,"Yet again, symptoms under control with it",Effective,Acetazolamide,0
1339,"Yes I have weird tingling in my face hands and legs, and I can't drink carbonated beverages, oh well - I'm thankful to be functioning and not nauseous and dizzy and disoriented all day long",Effective,Acetazolamide,0
1340,Diamox is the best thing Other than my shunt for this disease,Effective,Acetazolamide,0
1341,"""Miserable! I was tired",Adverse,Acetazolamide,1
1342,"Weak, couldn't stand or walk",Adverse,Acetazolamide,1
1343,"My lips were chapped, burning and the corners of my mouth were red and raw",Adverse,Acetazolamide,1
1344,Food and drink burned when swallowed,Adverse,Acetazolamide,1
1345,Every time I take one of these pills I get a new symptom,Adverse,Acetazolamide,1
1346,My kidney function has been weaker,Adverse,Acetazolamide,1
1347,The pressure in my head continues,Ineffective,Acetazolamide,2
1348,My body aches all over,Adverse,Acetazolamide,1
1349,The yucky taste,Adverse,Acetazolamide,1
1350,Extremely tired and feel like I've been beat,Adverse,Acetazolamide,1
1351,I feel like bricks are laying inside my hips,Adverse,Acetazolamide,1
1352,"This stuff sucks!!""",Adverse,Acetazolamide,1
1353,I experienced extreme tiredness dizziness headaches and had a decrease in appetite,Adverse,Acetazolamide,1
1354,"After about 2 days I noticed numbness and tingling in my hands and feet ringing in my ears a stabbing pressure pain in my eyes and abdominal pain I had to pee every 20-30 min and had extreme diarrhea instantly after every meal, all my bowel movements are diarrhea",Adverse,Acetazolamide,1
1355,"I fluctuate back and forth with the once and twice a day because he will not let me stop taking it and all of the affects still remain after 8 months of treatment but it has decreased the fluid levels on my brain and I lost 30 pounds are the only benefits""",Effective,Acetazolamide,0
1356,"""While there are some side effects, and it doesn't completely eliminate my condition, Diamox has allowed me to live a normal life",Effective,Acetazolamide,0
1357,The soles of my feet were tingling with such intensity they hurt,Adverse,Acetazolamide,1
1358,"Did not last long, then around my mouth started tingling, feels like I ate as mango which I am highly allergic to",Adverse,Acetazolamide,1
1359,"(Basically, part of my brain is squeezing through the opening at the base of the skull where the spinal cord enters, and is putting pressure on the spinal cord - it's a congenital thing in almost all cases, but for me wasn't diagnosed until age 34",Adverse,Acetazolamide,1
1360,"So far it's reduced the severity of my migraines but not their frequency, and hasn't done anything for the pain",Ineffective,Acetazolamide,2
1361,"The tingling is the only side effect that hasn't gone away, and most of the time it doesn't bOther me, but sometimes it's intense enough that I feel like I'm suffering oxygen deprivation from hyperventilating - my hands even start to go stiff",Adverse,Acetazolamide,1
1362,"Still, more pros than cons for me",Effective,Acetazolamide,0
1363,"""In the ER for the 2nd time with a horrific headache",Adverse,Acetazolamide,1
1364,I started this medicine in the hospital for two days and can say this is the first time in over 6 months I have not had a headache,Effective,Acetazolamide,0
1365,I can tolerate the tingling and the weird taste carbon has now but that is a minor inconvenience compared to head feeling like its in a world champion soccer game,Effective,Acetazolamide,0
1366,I have lost 11 pounds in that week due to the loss of appetite,Adverse,Acetazolamide,1
1367,Nothing tastes good to me anymore,Adverse,Acetazolamide,1
1368,I urinate every 2 hours minimum,Adverse,Acetazolamide,1
1369,"I get a tingling feeling in my fingers, face and legs",Adverse,Acetazolamide,1
1370,"It has alleviated the headaches though!""",Effective,Acetazolamide,0
1371,Finally this was prescribed as a last attempt since it is not FDA approved to treat headaches and since I have had at least 2 weeks with a headache that is much more improved than before I can actually function most days now,Effective,Acetazolamide,0
1372,"This medication causes me to have severe muscle aches, weakness, fatigue, tingling in hands, feet and face along with nausea but its still better than how I was before",Effective,Acetazolamide,0
1373,"So, the Acetazolamide was very effective in accomplishing its purpose",Effective,Acetazolamide,0
1374,"However, the side effects were miserable, and I was very happy when the doctor said that eye drops would be sufficient going forward",Effective,Acetazolamide,0
1375,"It made me always tired, gave me diarrhea, made my hands and feet tingle almost to the point of pain, and made it so I could not stay warm",Adverse,Acetazolamide,1
1376,So I would sum it up as effective but miserable,Effective,Acetazolamide,0
1377,"It took my pressure away, saved my eyes",Effective,Acetazolamide,0
1378,"But this time around I had horrible side effects: nausea, vomiting, diarrhea, extremely tired, brain fog,weakness",Adverse,Acetazolamide,1
1379," I immediately began experiencing hallucinations, visual disturbances, and constant shakiness",Adverse,Divalproex,1
1380," I have been off of Depakote for nearly a year, but these side effects haven't ever gone away",Adverse,Divalproex,1
1381,The visual disturbances are constant,Adverse,Divalproex,1
1382,I still haven't gotten used to the hallucinations I experience in the dark,Adverse,Divalproex,1
1383," My eyes never adjust to the changes in light, and everything becomes a huge, swirling mass of shadows",Adverse,Divalproex,1
1384,It sometimes pulses so quickly that it looks like a strobe light,Adverse,Divalproex,1
1385," For me, it is not worth it",Ineffective,Divalproex,2
1386,"""I've been taking this for a few years and I have severe headaches often along with suffering with low back pain which is constant on my left side and nothing is soothing it",Adverse,Divalproex,1
1387,Laying down is excruciating and I'm in the process of running test,Adverse,Divalproex,1
1388,This started about 4 months ago and I have been trying to deal with it and hope that it would eventually go away,Adverse,Divalproex,1
1389,It's becoming unbearable,Adverse,Divalproex,1
1390,"""I have to say some of side effect's to DEPAKOTE ARE TOUGH!  But the SIDE EFFECTS TO MY CONDITION IS & could be way worse-  So I've been sticking to it & working through The SIDE EFFECTS",Effective,Divalproex,0
1391,It's DEFINITELY a miracle pill-  I am only at 3 weeks but I've never felt calm- NO racing thoughts & I feel HAPPIER- & I only have LITTLE anxiety at this time,Effective,Divalproex,0
1392," SIDE EFFECTS: headache, staring, head feels funny like a electric shock, nauseous",Adverse,Divalproex,1
1393,My lips & tongue are twitching,Adverse,Divalproex,1
1394,Instant cold & clammy feeling,Adverse,Divalproex,1
1395," 
BUT I LOVE THE CALMNESS & all theses side effects have gone away & I feel like I am living like I've never lived! This medicine is AMAZING",Effective,Divalproex,0
1396,"""Great medicine, it's the only one that stops the agitation that comes with being too manic for too long",Effective,Divalproex,0
1397,It keeps me from crashing after mania because the mania never peeks,Effective,Divalproex,0
1398," I would have given it a 10, but sometimes a little coffee can make me get manic even though I have taken the medicine",Effective,Divalproex,0
1399,"""Depakote has really helped to get me out of the fog of mania",Effective,Divalproex,0
1400,Good medicine though,Effective,Divalproex,0
1401,better with other medicines,Effective,Divalproex,0
1402,Both medicines stopped her Gran mal and Petit mal seizures,Effective,Divalproex,0
1403,Fiends and family have commented for the last year about her personality change,Effective,Divalproex,0
1404," She is no longer a joyful and energetic child, but has become very lethargic and depressed",Adverse,Divalproex,1
1405,"""After trying Topamax for months with no relief, I have been on Depakote ER for three months with GREAT relief! I was having migraine headaches 17 out of 31 days a month, now- maybe one a month (taking Axert when I have pain)",Effective,Divalproex,0
1406,The only problem I have had is I have gained 10 pounds in less than three months,Adverse,Divalproex,1
1407,"this is horrible for me, as I could have afforded to have lost 10 pounds when starting Depakote!
My Dr",Adverse,Divalproex,1
1408,I take 500 ER twice a day and gained 16lbs in less than 3 weeks,Adverse,Divalproex,1
1409,Since I'm already overweight this caused severe back pain in which I can barely walk and my legs are numb,Adverse,Divalproex,1
1410," Works wonders for my migraine but the side effects aren't worth it!""",Adverse,Divalproex,1
1411,"""I've been on depakote ER once at bedtime for only 6 weeks and it has cut my migraines in half",Effective,Divalproex,0
1412,Still get my normal headaches as well,Ineffective,Divalproex,2
1413,So far no side effects at all,Effective,Divalproex,0
1414,I've been on it almost 6 months now and I am starting to have them as frequent as I used to,Ineffective,Divalproex,2
1415,"""It helps with the intense mood swings, negative emotions are less severe",Effective,Divalproex,0
1416,"""This medicine has been great for me",Effective,Divalproex,0
1417,I do not feel any side effects,Effective,Divalproex,0
1418,I actually lost 25 pounds,Effective,Divalproex,0
1419,"""Depakote has worked great for me",Effective,Divalproex,0
1420,It totally helps with mania,Effective,Divalproex,0
1421,The only medication that clears up my head and makes me feel normal,Effective,Divalproex,0
1422,Also it gets rid of my migranes,Effective,Divalproex,0
1423,The only bad thing is a few side effects,Adverse,Divalproex,1
1424,I gained weight and my hair fell out,Adverse,Divalproex,1
1425,And I was pretty lathargic at first,Adverse,Divalproex,1
1426,Takes a while but once it kicks in I felt like a whole person,Effective,Divalproex,0
1427,"""I have to say this drug did more harm then good and my body is very dependent on it",Adverse,Divalproex,1
1428,In only a year span I started having serious weight and back issues,Adverse,Divalproex,1
1429,I have never had any issues with my back but all of a sudden my bones started to get brittle,Adverse,Divalproex,1
1430," Then the disc herniations started happening, and like a domino effect entire spine was damaged",Adverse,Divalproex,1
1431,I see along of info on children or babies effected with their spine but apparently it can do the same for a grown adult,Adverse,Divalproex,1
1432,Great,Effective,Divalproex,0
1433,Damage done,Adverse,Divalproex,1
1434,Abnormal EEG,Adverse,Divalproex,1
1435," , spine damage, and severe chemical dependency ",Adverse,Divalproex,1
1436," Lost my hair , my looks, weight ",Adverse,Divalproex,1
1437,"""Severe pain all over after taking, so I had to stop",Adverse,Divalproex,1
1438,I was able to handle stress and forget that i have any depression,Effective,Divalproex,0
1439,But on this stage after having stress my symptoms reuccured but was not severe as before,Effective,Divalproex,0
1440,"""Caused suicidal depression""",Adverse,Divalproex,1
1441,Depakote has done nothing at all to improve my migraines,Ineffective,Divalproex,2
1442," At this point, I wonder if anything is going to ever help my migraines",Ineffective,Divalproex,2
1443,All of the meds I mentioned above do not help,Ineffective,Divalproex,2
1444," Thanks!""",Effective,Divalproex,0
1445,"""Depakote didn't seem to do much with my mood swings",Ineffective,Divalproex,2
1446,"""Can't afford to take it",Ineffective,Divalproex,2
1447,"  Its working I've been free of seizure for a long time """,Effective,Divalproex,0
1448,She has gained 28 pounds,Adverse,Divalproex,1
1449,When the dose was upped to 1500mg she had daily migraines,Ineffective,Divalproex,2
1450,We have seen several improvements in her symptoms but not enough to keep her on a medication that makes her gain weight and decreases her self esteem,Adverse,Divalproex,1
1451,It made me feel like a zombie all day but worked well on my swings from extreme anxiety to deep depression and crying spells,Adverse,Divalproex,1
1452,I was very tired all day and had a hard time waking up for work so we reduced to 250mg daily,Adverse,Divalproex,1
1453,"  I don't think I have many side effects from it besides maybe trouble losing weight, I'm very active and eat well but never seemed to get any weight off",Adverse,Divalproex,1
1454,"  I would also occasionally feel disconnected and distant from the world, but this was rare",Adverse,Divalproex,1
1455,"

I can't imagine life without Depakote, it has it's problems but I can function again",Effective,Divalproex,0
1456,"""Has helped to slow down my racing thoughts and helped with some of my sleeping issues",Effective,Divalproex,0
1457,"""I believe this medication is a blessing!
I was started out at 500mg/am and 750/pm",Effective,Divalproex,0
1458,"
My moods became level, my appetite came back, my sleep was restful, and I felt like the ""me"" I had been missing",Effective,Divalproex,0
1459," On 1000 MG per day I am (or have been somewhat stabilized, which leaves me somewhat hypo manic which seems to be the best level for me",Effective,Divalproex,0
1460," I say somewhat stabilized because I started to go hyper manic in the past 2 weeks, have no idea why",Effective,Divalproex,0
1461," My moods were stabilized all right, but I turned into a zombie",Adverse,Divalproex,1
1462," Depakote makes me gain weight big time!""",Adverse,Divalproex,1
1463,After 3 weeks of Depakote my moods were pretty even and stable,Effective,Divalproex,0
1464," I also felt a little numb, I missed my highs, but it was better than being psychotic one minute and crying in another",Effective,Divalproex,0
1465," But at the 4 month mark my hair has started falling out in clumps, that was my only side effect",Adverse,Divalproex,1
1466,"""Although reading the possible side effects can be scary, this medicine gave me my life back",Effective,Divalproex,0
1467," I had a little hair loss, at doses above 1000mg, but it's been great in stabilizing my mood swings",Effective,Divalproex,0
1468,I had no weight gain (actually lost weight I had gained from taking Seroquel previously),Effective,Divalproex,0
1469,But the Depakote is by far the most effective,Effective,Divalproex,0
1470,"""No bad side effects so far",Effective,Divalproex,0
1471," The next day I began having terrible stomach pains and pains in my kidneys, especially after eating",Adverse,Divalproex,1
1472,I emailed my doctor and he told me the side effects would subside but they didn't,Adverse,Divalproex,1
1473,They actually got worse and the abdominal pain would linger all day and night,Adverse,Divalproex,1
1474," I also had a hard time sleeping, I would wake up every 1-2 hours and sleep less than 6 hours a night, along with having very vivid dreams",Adverse,Divalproex,1
1475," The dreams later got more and more violent/terrifying and I began to fall into a very deep depression, one I had never felt in my entire life",Adverse,Divalproex,1
1476,I stopped taking this medication after three weeks,Ineffective,Divalproex,2
1477,I will never take this medication even if it saved my life,Ineffective,Divalproex,2
1478,Everyone in my life has noticed a positive change in me,Effective,Divalproex,0
1479,I feel so calm within,Effective,Divalproex,0
1480,My anxiety & insomnia are very much under control now,Effective,Divalproex,0
1481,Depakote ER 500 has saved my life! I was done with psych meds & ready to just give up! I'm so glad I have such an amazing doc,Effective,Divalproex,0
1482,Depakote ER 500mg in combo with Xanax 1mg 3x's per day has me back to feeling like myself again,Effective,Divalproex,0
1483,The Depakote ER 500mg works for numerous disorders I suffer from,Effective,Divalproex,0
1484,I could go on about the pro's of this med,Effective,Divalproex,0
1485,"""Depakote worked great as a migraine preventative, but caused a weight gain of over 100 pounds in less than 3 months",Effective,Divalproex,0
1486,It also caused non-alcoholic steatoid hepatitis (aka extreme fatty liver),Adverse,Divalproex,1
1487,I also now have Type 2 Diabetes,Adverse,Divalproex,1
1488,My body was shutting down because of Depakote,Adverse,Divalproex,1
1489," If you decide to take it, please, please, please keep up with the blood tests to check liver function and see your doctor immediately if you have sudden weight gain",Adverse,Divalproex,1
1490,"""After trying 4 different meds this one was the first I was able to tolerate for a longer period",Effective,Divalproex,0
1491,The seizures came under control and all was well,Effective,Divalproex,0
1492,Unfortunatly my amonia levels (a very rare side effect but one that you need to be aware of) began to rise to scary levels so I had to quit ASAP,Adverse,Divalproex,1
1493," With the two mood stabilizers, I am able to take 20mg of Dexedrine ER for my ADHD to focus on work/school without spinning myself into a hypomanic episode",Effective,Divalproex,0
1494,I does make me feel sleepy and the MD stated I needed to take both in the evening,Adverse,Divalproex,1
1495,So I took another dose and an hour later had a nap and I was fine,Effective,Divalproex,0
1496,The downside of the medication does make me feel like a zombie,Adverse,Divalproex,1
1497,My concentration is nil and confused a lot,Adverse,Divalproex,1
1498,Depikote def saved my life,Effective,Divalproex,0
1499,It's been a year now a little anxiety but not nearly as much as I've had in the past and a little weight gain and tiredness,Effective,Divalproex,0
1500," But no mania and very little to no depression so thankyou depikote I rate u a 10 it's been a year and no mania :) ur a life saver I take 1500 mg though to so that might be y I'm so tired""",Effective,Divalproex,0
1501,"""Felt better than I had in years, but major weight gain caused my doctor to discontinue",Adverse,Divalproex,1
1502,"""Best medicine ever for me",Effective,Divalproex,0
1503," Lithium gave terrible side effects so after switching to Depakote, life became much easier for a chemically challenged like me",Effective,Divalproex,0
1504,I like depakote because it keeps me leveled,Effective,Divalproex,0
1505,I feel normal,Effective,Divalproex,0
1506,No mania,Effective,Divalproex,0
1507,No depression,Effective,Divalproex,0
1508,I do sometimes have trouble sleeping but not much,Adverse,Divalproex,1
1509," Anyone taking depakote, make sure you go to your follow ups to check liver enzymes in your blood since it can cause liver damage",Adverse,Divalproex,1
1510,Overall I think depakote is effective for me,Effective,Divalproex,0
1511,They made my ankles swell up to 4 times their size,Adverse,Divalproex,1
1512,My ankles were very red and painful and swollen,Adverse,Divalproex,1
1513," After being on it, I ballooned up another 40 pounds",Adverse,Divalproex,1
1514," The depakote messed with my thyroid issues, gave me obesity, sleeping about sixteen hours a day, mental fog, severe fatigue, depression, fatty liver diagnosis",Adverse,Divalproex,1
1515,I like walking every day and after the depabloat I could not get the energy to walk anymore,Adverse,Divalproex,1
1516,I wouldn’t take this medication again,Ineffective,Divalproex,2
1517,"""Depakote was the first epilepsy medication I ever took, and it did work in controlling my seizures; I never had a single one while on it",Effective,Divalproex,0
1518," However, every single ""lesser"" side effect on the drugs com description sheet happened to me",Adverse,Divalproex,1
1519," I became depressed, I gained weight, my body clock went totally haywire, and my periods, which were already irregular, became even more so",Adverse,Divalproex,1
1520,"""It has worked well for me I was taking I can't even remember what that made me sleepy all the time and I did feel like a zombie",Effective,Divalproex,0
1521,After about a year we tried taking Zolof off but Depakote alone did not work for me,Ineffective,Divalproex,2
1522," The combination did help my life a lot, more focused, I feel like I can organize my thoughts, get things done, follow through on plans",Effective,Divalproex,0
1523,it changed my life for the better,Effective,Divalproex,0
1524," The constant hunger and putting on weigh are a sadly too true for me, but given the improvement in the quality of life it gave me I find it a small price to pay",Effective,Divalproex,0
1525,"""After two valiant attempts to get past the adverse effects, I'm finished with Depakote",Ineffective,Divalproex,2
1526," The first attempt lasted a week; as it can exaggerate the effects of other meds, I became so drowsy I couldn't drive",Adverse,Divalproex,1
1527," I felt continually agitated and anxious, began to quickly gain weight, had terrible gas and was going to the bathroom 4-5 times a day",Adverse,Divalproex,1
1528," Additionally, my hair began to fall out so quickly, even my husband noticed (and he's NOT very observant!)",Adverse,Divalproex,1
1529," The most disturbing symptom was the frequent presence of pronounced, irregular heart beats and at least one near-syncopal episode",Adverse,Divalproex,1
