Review,Category,Drug
It got worse and worse over time to the point I felt numb to the world,Adverse,Divalproex
Life sucked and I wanted out,Ineffective,Divalproex
After taking many medications that didn't work (Abilify and Lithium to name a few) so I ended up in a mental hospital where they finally gave me Depakote,Other,Divalproex
It literally SAVED MY LIFE!! I feel normal and stable for the first time in my life and I couldn't be happier,Effective,Divalproex
Im enjoying every second of my life now,Effective,Divalproex
" God bless this drug (:""",Effective,Divalproex
"""Helped me with manic and depressed episodes",Effective,Divalproex
"""I have been taking depakote @ 1000mg for the past year and a half",Other,Divalproex
I also take risperdol @ 1mg and just added on zoloft @ 100mg as well,Other,Divalproex
The only positive thing this medicine has done for me is rid me of mania,Effective,Divalproex
I am constantly depressed and have persistent suicidal/negative thoughts,Adverse,Divalproex
I feel like I have been sleep walking through my life since I have been put on this medication,Adverse,Divalproex
Also I have gained 50 pounds and am so hungry all the time,Adverse,Divalproex
I also have zero libido,Adverse,Divalproex
When I say zero I mean zero,Other,Divalproex
I have had sex on this medication and it was the most unenjoyable experience ever,Adverse,Divalproex
Just nothing,Other,Divalproex
Next time I go to see my physiatrist I am going to ask to switch medications,Ineffective,Divalproex
This might work for some but it has not worked for me in the slightest,Ineffective,Divalproex
"""Have taken this med for 28+ years with no seizures during this time",Effective,Divalproex
I have experienced no side effects except that my hair has become very curly,Effective,Divalproex
Lots of compliments!  No down side,Effective,Divalproex
I am seizure free,Effective,Divalproex
No other med has worked for me,Effective,Divalproex
"""Have been on Depakote 500mg for almost a week now starting to feel back to normal and helping to control mania",Effective,Divalproex
" Also taking with 50mg Vyvanse and 50mg Seroquel at night seems to be okay except still have times when I feel I'm losing it but overall more stable, will see how it goes in the next couple weeks",Effective,Divalproex
" """,Other,Divalproex
"""I started back on Depakote 2 weeks ago",Other,Divalproex
My headaches are better but my hands are shaky and my stomach aches,Adverse,Divalproex
Better than a migraine so I will continue,Effective,Divalproex
"""I have been on Depakote for a very long time",Other,Divalproex
I have not had any seizures in over 12 years now,Effective,Divalproex
I am also a border line manic-depressed,Other,Divalproex
I am using it for that too plus Keppra they are both helping me in my two areas,Effective,Divalproex
I have not had any feeling of trying to kill myself or hurt myself in any way,Effective,Divalproex
Like I said before I had not had any seizures in over 20 years now,Other,Divalproex
I do have to say this about Depakote that it does make you gain weight,Adverse,Divalproex
I went from 250 to over 320,Adverse,Divalproex
" My doctor switched me over to levetiracetam 500mg (generic form of Keppra), and Lamotrigine 100 mg",Other,Divalproex
Since I have been on these two medications for about 4 years now I have lost about 55 pounds in almost 2 years,Adverse,Divalproex
"""Great medication for controlling petit mal seizures",Effective,Divalproex
Absolutely do not combine with alcohol,Other,Divalproex
"  Went out drinking with friends while using Depakote and after only 2 margaritas, went home and had a grand mal seizure (first in 9 years)",Other,Divalproex
"  Otherwise, only other drawback to this medication is the price",Other,Divalproex
"""My 9 year old daughter has used Depakote for 2 years now for seizure disorder",Other,Divalproex
I am happy with it as there are little side effects,Effective,Divalproex
We increased the dose when a seizure occurred,Other,Divalproex
When the dose is high enough it helps with her migraines as well,Effective,Divalproex
She gained 5 pounds but we keep it down with a healthy diet,Adverse,Divalproex
" """,Other,Divalproex
"""My doctor prescribed Topamax for migraine prevention, and that gave me too many awful side effects as well as doing nothing for me",Other,Divalproex
" He switched me to divalproex, taken twice a day",Other,Divalproex
" Much easier to take, with almost no side effects except being a little sleepier and finding it a little harder to focus",Effective,Divalproex
" However, it's doing nothing for my migraines",Ineffective,Divalproex
And I had such hopes,Other,Divalproex
"""Love this medication, after 2-3 years of severe long lasting manic episodes finally decided to take meds full time",Effective,Divalproex
" Hardly any side effects, very hungry, simply eat normally and you wont put weight on, the medication doesn't make you fat, eating does",Effective,Divalproex
" Occasionally very tired and my stomach from time to time gets a little funny, just take with lots of water and food",Other,Divalproex
" Very calm, can concentrate, no racing thoughts, level, basically gave me my life back, works well at 750 even though I'm 80kgs, Dr upped me to 1000mg but felt too sedated so dropped back down",Effective,Divalproex
I move to 1000mg if I feel like I'm starting to drift a little for a few weeks then move back,Adverse,Divalproex
" However, this is the 7th med I have tried, all others have failed, never write one med off""",Other,Divalproex
"""I was prescribed this for a mood disorder they couldn't pin down (didn't know where on the bipolar spectrum I fell, I suppose) as well as sleeping issues",Other,Divalproex
"

I became very jaded, too jaded",Adverse,Divalproex
" I didn't get any more sleep than usual, and my previously sun-sensitive skin is now showing minor allergic reactions to sunlight",Adverse,Divalproex
" I haven't been on it for years, and the allergy is still there",Adverse,Divalproex
"
It did nothing for me and just made it harder for me to operate in the typically diurnal society of today",Ineffective,Divalproex
Not a positive experience,Ineffective,Divalproex
"""I was diagnosed with bipolar type II almost 2 months ago at age 40",Other,Divalproex
It was long over due,Other,Divalproex
My psychiatrist started me on Depakote 250 mg twice a day and Wellbutrin SR 150 mg in the morning,Other,Divalproex
Also take trazodone or Ambien to sleep,Other,Divalproex
"  

I can tell that my moods are much more stable on Depakote, no more hypomania and staying up a week at a time",Effective,Divalproex
" It's a relief to get back to much more normal, but I do miss the hypomania in many ways (I work full time, have a family and go to graduate school for a double masters degree-- hypomania was great with those things at once)",Effective,Divalproex
I am still on Depakote 250 mg twice a day,Other,Divalproex
Depakote will change my life as long as my body tolerates it,Other,Divalproex
I'm trying to deal with the ravenous appetite,Adverse,Divalproex
Up 10 lbs already,Adverse,Divalproex
"""I have had no gran mal seizures now for 4 years",Effective,Divalproex
I was on regular enteric coated Depakote since 1989 but always seemed to have a break through seizure every 2 to 3 years,Other,Divalproex
I am on 1750 mg of Depakote ER now per day and I weigh about 175 lbs and am a 5,Other,Divalproex
5 foot man,Other,Divalproex
"
I was once diagnosed with complex-partial seizures because I had a psychomotor seizure and petit mal once or twice, but most of mine have been gran mal/ tonic/clonic",Other,Divalproex
"""I've been taking Depakote for eight years and have not had a manic episode",Effective,Divalproex
I had two severe manic episodes prior,Other,Divalproex
"""Depakote was a nightmare",Ineffective,Divalproex
"  Besides having acute, non-stop stomach pain with chronic diahrrea, my hair started falling out in clumps",Adverse,Divalproex
Good thing I have thick hair or I could have been bald at the end of this drug,Other,Divalproex
I don't recommend this to anyone,Ineffective,Divalproex
It was like taking poison,Adverse,Divalproex
"""I have major bi-polar disorder as well as severe depression and PTSD",Other,Divalproex
This med (along with Seroquel and Wellbutrin) has been a literal lifesaver,Effective,Divalproex
For the first time in my life my moods are stable as well as manageable,Effective,Divalproex
"""I have been on this for 5 yrs now",Other,Divalproex
" I have this eye tic, my joints hurt",Adverse,Divalproex
I wish read up on the side effects earlier on,Adverse,Divalproex
"""Hi, I'm 24 years old and I've been epileptic for about 12 years",Other,Divalproex
" I've seen my fair share of doctors and I was either too medicated or ignored, so remember, the doctor isn't always right",Other,Divalproex
" 
I recently found my current doctor about 3 years ago and she has gone above and beyond for me",Other,Divalproex
I am currently seizure free and can drive,Effective,Divalproex
" 
I currently take 1000mg Depakote ER a day 200 mg of Topamax a day to balance out the weight gain",Other,Divalproex
" I do have a slight problem with my hair, it won't grow, but that's okay",Adverse,Divalproex
"""I am currently on Depakote",Other,Divalproex
I was put on Depakote while I was in the hospital after having an acute anger episode,Other,Divalproex
It worked the at first but now I am getting highly irritable for no reason and am bruising easily and it is very unusual bruising,Adverse,Divalproex
I want to get off of it because I am having a lot of episodes,Ineffective,Divalproex
More than ever before,Other,Divalproex
I have been on Abilify and Prozac and now this,Other,Divalproex
Nothings working that well,Ineffective,Divalproex
"""Helps me to focus and organize thoughts",Effective,Divalproex
This drug works very well with moderate exercise,Effective,Divalproex
"""Depakote was (and still is) a miracle drug for me with my migraines",Effective,Divalproex
"  I used to get one almost every day, and now it's down to just a few small ones every month!""",Effective,Divalproex
"""I honestly don't know how many stars to give this medication as much as I've never had such an experience",Other,Divalproex
" I was in a coma light sleep when my therapist came, I heard myself say ""we need to go to the airport"" when actually I never said anything at all",Adverse,Divalproex
" I felt drunk waking up, started losing my hearing, it got cloudy",Adverse,Divalproex
I only took it a month but being in that state of mind frightened me,Adverse,Divalproex
I gave it up and my hearing is mostly back about 98 percent but my balance and coordination still suffers from the medication but has improved since I stopped it,Adverse,Divalproex
" I was so upset that I called the FDA and reported my experience, I would hate for anyone to go through that",Other,Divalproex
On the plus side,Other,Divalproex
" When I was awake and aware and not ""drunk"" it did help my manic episodes",Effective,Divalproex
"""I started up on 250mg and ended up at 1500mg",Other,Divalproex
I noticed very subtle effects if any,Effective,Divalproex
"  Hard to remember, I went through a lot and was on Seroquel also at the time",Other,Divalproex
Seemed to have a slight calming effect,Effective,Divalproex
However after time it raised my liver enzymes and lowered my platelet count (which is a potential side effect)  So I went off of it,Adverse,Divalproex
I don't have many hypomanic episodes and never a manic episode so I don't know why my dose got that high,Effective,Divalproex
Didn't notice anything significant,Other,Divalproex
"  Gained 20 lbs, made me sick and tired",Adverse,Divalproex
Wasn't for me,Ineffective,Divalproex
"""While new to depakote, I'm not really sure this med is helping my bipolar disorder",Ineffective,Divalproex
"With the depakote the night terrors are horrific at best, think I'm rapid cycling, mania appears out of the blue and depression I don't want to think about",Adverse,Divalproex
Is it the dosage or that I'm new to depakote,Other,Divalproex
" Any insight appreciated""",Other,Divalproex
"""I have been experiencing migraine from my teens",Other,Divalproex
It has peaked in the middle age,Other,Divalproex
" After retirement it has again started viciously, the neurologist said it is because of pill pooping out",Other,Divalproex
" Tried propronolol, topiramate etc etc and even tried valproatete",Other,Divalproex
Finally I tried divalporex ER 500 within days the migraine episodes came down and migraine if any does not progress into throbbing episodes requiring triptans,Effective,Divalproex
Gladly it goes away like a normal headache,Other,Divalproex
"""Fewer side effects than Depakote but nearly no benefit for migraines",Ineffective,Divalproex
"""This drug really helped me! I noticed a huge difference almost immediately and so did others around me",Effective,Divalproex
It helped me put down the bottle and focus on daily tasks along with not freaking out on other drivers with road rage as I previously would do,Effective,Divalproex
" I would definitely recommend trying it, at least",Effective,Divalproex
" As far as the weight gain aspect, that's kind of in my favor because it was always hard for me to keep weight on/gain weight",Effective,Divalproex
So I'm happy to gain some weight,Other,Divalproex
I gained about 10 lbs in a week or two,Adverse,Divalproex
" That being said, it has become a chore to constantly be eating & only eating healthy foods due to my extremely high triglycerides (genetic)",Other,Divalproex
"""I started taking Divalproex(Depakote)250mg on June 10th and than on June 17th I was admitted into a psychiatric hospital because of my bipolar",Ineffective,Divalproex
I learned from the psychiatrist there that the dosage I was on was absolutely nothing and would have no effect on me,Ineffective,Divalproex
The psychiatrist ended up raising the dose to 750mg,Other,Divalproex
I definetly can tell that my mood is leveled out for the most part,Effective,Divalproex
I would recommended this to people with bipolar and people with seizures(I was diagnosed a few years ago with non eptiletic seizures),Effective,Divalproex
"  So far I dont see any side effects, thank God",Effective,Divalproex
"  I take this medication at night along with: 
Aripiprazole(Abilify)15mg
Trazodone(Desyrel)50mg
Hydroxyzine(Vistaril)50mg
Clonazepam(Klonopin)1mg""",Other,Divalproex
"""I have been on Depakote for 15 years, I have epilepsy juvenile myoclonic",Other,Divalproex
No side effects for me,Effective,Divalproex
I really like this medicine,Effective,Divalproex
It makes me feel safe all the time,Effective,Divalproex
"""I've taken depakote for 13 years along with citalapram",Other,Divalproex
250 mg depakote with 10 mg of citalapram,Other,Divalproex
"  It helped with my intense excitability, my severe depression and suicidal thoughts which happened to me 2 weeks out of the month",Effective,Divalproex
It was so bad,Adverse,Divalproex
"   After taking these meds I felt so much better like a ""normal"" person",Effective,Divalproex
I had no side effects,Effective,Divalproex
My symptoms were down to 3 days instead of 3 weeks which I could deal with and didn't want to kill myself anymore,Effective,Divalproex
I'm an bipolar and/or pmdd,Other,Divalproex
They are not working for me anymore so I'm going to have to change to something else,Ineffective,Divalproex
Hope this helps someone,Other,Divalproex
"  :)""",Other,Divalproex
"""I am very new at taking this drug for bipolar",Other,Divalproex
I was on Lithium and stopped it due to the weight gain,Other,Divalproex
"
So far, it's been 2 days and I already feel good",Effective,Divalproex
"""I've been on Depakote for almost a year now",Other,Divalproex
I also take Paxil and Wellbutrin,Other,Divalproex
I gained around 10lbs right from the start,Adverse,Divalproex
My weight has seemed to have stayed steady the last few months,Other,Divalproex
It's extremely hard to lose it,Other,Divalproex
I have been through a lot of different medications to try and treat bipolar disorder,Other,Divalproex
" Even with the medicines I'm on, I'm still depressed and like I don't matter",Ineffective,Divalproex
I'm very sleepy and can lay down and take a nap at any time,Adverse,Divalproex
I started taking B Complex because I stay so sleepy,Other,Divalproex
My new concern is memory,Adverse,Divalproex
I can't think of words and dates or names like movie stars very fast and it concerns me,Adverse,Divalproex
" """,Other,Divalproex
"""Rubbish med",Ineffective,Divalproex
" Ruins liver""",Adverse,Divalproex
"""My husband took this for a week and he turned into a unmotivated, angry, heart palpitating, paranoid Zombie",Adverse,Divalproex
He had no relief for his headache and had tremors so bad he could not hold a fork to eat,Ineffective,Divalproex
"  Stomach pain, loss of appetite, hair falling out and left arm pain, to name a few more",Adverse,Divalproex
I don't know why any doctor would order this for brain tumor pain,Other,Divalproex
It is just awful,Ineffective,Divalproex
This drug may work for others but for pain it's useless,Effective,Divalproex
"""I have had great success with this in conjunction with low doses of Prozac",Effective,Divalproex
The combination does a great deal to still the racing thoughts and anxiety,Effective,Divalproex
"""I was prescribed 250 mg, but to take three times a day (every 8 hours)",Other,Divalproex
I don't think that's really too high,Other,Divalproex
Perhaps it's because I was on such high doses of other things in my past--who knows,Other,Divalproex
"  So, to me, my body is used to truly high doses of such medicines",Other,Divalproex
"  Either way, 250mg of Depakote DR is the lowest you can be given, and that will only carry you through part of the day",Other,Divalproex
This is why the doctor has to make you take it three times a day,Other,Divalproex
"

I haven't had practically any side effects, except for a little ""wet noodly"" feeling, but none of the side effects (yet) that are listed",Effective,Divalproex
Guess it's different for everyone,Other,Divalproex
"""I have struggled silently with impulses to self-destruct/self-injure for many years",Other,Divalproex
" Various things would trigger episodes, frustrating conversations",Other,Divalproex
"  Some temptations were very strong, and sometimes I quickly self-injured",Other,Divalproex
" I let people think I was suicidal, and therapists were geared to interpret that way, but it wasn't that; it was overwhelming impulses to hurt myself, which I couldn't explain and felt humiliated about",Other,Divalproex
" Then I got to a very good psychiatrist, who put me on Divalproex extended-release pills, which I take at night",Other,Divalproex
" While I am groggy in the morning, and feel tired in the afternoon, and sometimes require a nap",Effective,Divalproex
" Recently,  I've been triggered, but the impulse to hurt myself was much less",Effective,Divalproex
The drug was to slow things down,Other,Divalproex
"""I am very pleased so far with my experience taking Depakote",Effective,Divalproex
" Before Depakote, I was taking seroquel for quite some time (a couple years) and although I was happy on that medicine, I was way too tired",Other,Divalproex
Luckily my solution was Depakote,Effective,Divalproex
All I can say is I have tried medicine for 4 years now and it has been a long journey! I will always remember my first time taking Depakote,Other,Divalproex
Normally I get very fearful and panic the med will make me sick,Other,Divalproex
Not Depakote,Other,Divalproex
" Instead, I felt immediately better, happy even, and giggled",Effective,Divalproex
" Once that wore off, I felt normal and slept an hour or two after taking it",Effective,Divalproex
" I enjoy how I still get tired on this medication like seroquel, but it does not overwhelm my senses with sedation, and fog my memory as much",Effective,Divalproex
" If anything, I have never been more myself! Only thing is now sometimes I laugh too much",Effective,Divalproex
"""Depakote was started three months ago when we exhausted all efforts with every other preventive med for migraines and headaches ",Other,Divalproex
" I have been
Experiencing these my entire life",Other,Divalproex
Since  6 years old,Other,Divalproex
Now 35,Other,Divalproex
", imitrex was used to try to knock off the migraine but insurance only provides nine pills a month so I found myself breaking them just to get through a day ",Other,Divalproex
And if over used they will no longer work,Other,Divalproex
So I'm adding in aspirin all that junk,Other,Divalproex
Ending up in ER,Other,Divalproex
" Just to go back the next two days because the stubborn migraine would come back , or laying in bed holding my head with ice",Other,Divalproex
" needless to say , on a small dose 250 a day ",Other,Divalproex
Wow few headaches a week I can deal with,Adverse,Divalproex
Weight gain well now I can workout no real excuse there,Adverse,Divalproex
"""Started with Depakote upon being diagnosed with Juvenile Myoclonic Epilepsy in my teens",Other,Divalproex
I took it for years without issue,Effective,Divalproex
I decided to switch to Keppra XR because of potential liver issues with Depakote and the somewhat tiresome redundancy of labwork related to Depakote use,Adverse,Divalproex
Keppra XR did not work for me as my memory began growing progressively worse and I could not think clearly,Other,Divalproex
I also began losing my train of thought mid sentence fairly often,Adverse,Divalproex
"  Switched back to Depakote ER, and am feeling much better mentally",Effective,Divalproex
The quarterly labwork is not a big deal when compared to being in a mind fog for over a year,Other,Divalproex
"  That's my experience, hope everyone finds what's right for them",Other,Divalproex
P,Other,Divalproex
S,Other,Divalproex
" I do not take generics, noticeably more side effects",Other,Divalproex
"""This has helped me for years",Effective,Divalproex
Had weight gain when first started but have identified the issues and work towards balancing,Other,Divalproex
"""I have struggled with migraines for 14 years",Adverse,Divalproex
I have tried so many medications over the years,Other,Divalproex
The past 3 years my migraines have gotten worse,Other,Divalproex
I have been put in the hospital for a week to a week and a half at a time,Other,Divalproex
The last time I went to the neurologist they added Depakote twice a day to see if it would help cut back on the number of migraines I was having,Other,Divalproex
I would have at least one a day,Other,Divalproex
" I was currently on Topamax twice a day, Fioricet, Zofran",Other,Divalproex
When I started Depakote I noticed my weight was going up well I have been on the medication 3 months now and I have gained 40 pounds,Adverse,Divalproex
This is so crazy,Other,Divalproex
I used to weigh 298lbs,Other,Divalproex
And I don't want to go back there,Other,Divalproex
When my scale started going over the 200 mark again,Adverse,Divalproex
"""I took the medication for two years as a teenager",Other,Divalproex
It stopped the seizures but I lost all my energy and put on 40 pounds,Adverse,Divalproex
"  Once I stopped Depakote, I nearly lost all the weight within 2 months",Other,Divalproex
"""This medication helped my symptoms tremendously",Effective,Divalproex
The main issue I had (and had to stop taking the medication) was low platelet count,Adverse,Divalproex
Please if you are on this medication have your platelets checked routinely,Other,Divalproex
My therapist  never told me this could be a side effect,Other,Divalproex
I finally went to my family physician because I was bruising so badly,Adverse,Divalproex
"""Depakote made me go slow on everything I did",Adverse,Divalproex
I was a totally different person,Effective,Divalproex
" My family thought I was on harsh drugs, I didn't function at all on 1200mg",Other,Divalproex
Now I am on quetiapine and citalopram and my moods have totally stabilized,Other,Divalproex
I am a different person,Effective,Divalproex
"""This stuff works great",Effective,Divalproex
I have recommended this medication to many ohters who have similar symptoms regarding bi-polar and hyprer-mania,Effective,Divalproex
I am very fortunate to have been diagnosed correctly and to have been treated correctly with Depakote,Effective,Divalproex
I have noticed the changes myself and so have many others,Effective,Divalproex
"""My 12 year old son has been having migraines for 2 years now",Other,Divalproex
At first it was only once every few months,Other,Divalproex
" However, it progressed to once or twice a week - with vision aura and speech disturbance",Other,Divalproex
I took him to a Pediatric Neurologist and he said it was likely from puberty,Other,Divalproex
He prescribed 500 mg of Depakote ER,Other,Divalproex
It seemed to start working right away,Effective,Divalproex
It has been almost 2 months now and he has only had one migraine now in almost 2 months,Effective,Divalproex
Far better than before,Effective,Divalproex
"  
He hasn't had any of the noticeable side effects - hair loss, weight gain",Effective,Divalproex
He takes it before bedtime,Other,Divalproex
" It is hard to get him up in the morning but don't know if that is from the medicine or from going to bed too late!""",Other,Divalproex
"""I took my first dose of Depakote at night before bed",Other,Divalproex
The next day I was so leveled out; I wasn't talking fast it was great,Effective,Divalproex
The rest of the day starting around 1:00 p,Other,Divalproex
m,Other,Divalproex
I slept all day,Adverse,Divalproex
I woke up at 12:00 a,Other,Divalproex
m,Other,Divalproex
" with my eyes extremely wide and dilated, my skin on my arms and legs was swirling (like the Starry Night painting), the walls were moving and things on the wall were levitating up and down",Adverse,Divalproex
I was up until 3:00 a,Other,Divalproex
m,Other,Divalproex
and an on call nurse told me to sleep so it would wear off; I have never taken this medication again,Ineffective,Divalproex
" (Taken for Schizoaffective Disorder, Bipolar type)""",Other,Divalproex
"""Responded well to this medicine, after failing everything, including Topamax",Effective,Divalproex
I had severe motion component with migraine,Other,Divalproex
" Could not stand, roll over or lean over without increased pain/pressure",Adverse,Divalproex
Depakote finally worked after trying many medicines for 2 1/2 months,Effective,Divalproex
"
just don't like the weight gain""",Adverse,Divalproex
"""Very smooth mood stabilizer, no side effects",Effective,Divalproex
I take 1200 mg/d,Other,Divalproex
"""I was prescribed 1 week ago and seen an immediate improvement although I started feeling more anxious all day so I am now on Xanax instead of Klonopin, which I was originally on",Other,Divalproex
I started with 500mg for 3 days then 1000 and now 1500 but I feel much more stable but I definitely feel hungry all the time,Effective,Divalproex
I was on Lamictal previously and I believe that made my disorder worse,Other,Divalproex
I feel great now,Effective,Divalproex
"""First, I was put on Divalproex during a hypomanic episode that wouldn't end even with five different psych drugs",Other,Divalproex
"  The Divalproex worked quickly to quell the hypomania, but at 1000 mg/day this drug's side effects were unbearable",Adverse,Divalproex
"  Chronic diarrhea, rapid weight gain of 30 pounds, shaking hands, finger tremors, excessive tiredness during the day, lack of coordination when walking, lack of concentration, & two thirds of my long hair fell out in clumps",Adverse,Divalproex
"  My psychiatrist started lowering the Divalproex gradually down to 500 mg/day, & she withdrew three of the other drugs also",Other,Divalproex
All the side effects subsided,Effective,Divalproex
"  Now I'm just taking 500 mg Divalproex per day along with 40 mg Latuda & my moods have been really stable!""",Effective,Divalproex
"""Didn't really help me",Ineffective,Divalproex
After a week I started to get really bad stomach pains and feeling sick,Adverse,Divalproex
I was on 500 mg 2 x a day,Other,Divalproex
Think I'm going to try something else,Ineffective,Divalproex
"""I am a wife of a man that has bipolar disorder and he takes depakote er",Other,Divalproex
We love it,Effective,Divalproex
It is easier for him to control his mental illness,Effective,Divalproex
"""I am 29 and just diagnosed with Bipolar after a horrible manic depression cycle",Other,Divalproex
Its worked great to stablize my moods but I'm scared after reading everyone's weight gain stories! I will have to hitch up my diet and exercise plan more,Effective,Divalproex
One thing I noticed that I didn't see anyone else write is that I have these horrible and extremely vivid dreams - they seem to be my fears realized,Adverse,Divalproex
But they are so vivid and real that they hang over me all day,Adverse,Divalproex
Has anyone else experienced this,Other,Divalproex
"""If you want to sleep a lot, as in all day long and gain lots of weight, enjoy",Adverse,Divalproex
" I am listless, and have pre-diabetes now",Adverse,Divalproex
" """,Other,Divalproex
"""I have been on Depakote for 10 years",Other,Divalproex
I can tell that it does calm me down,Effective,Divalproex
As most people are saying in this forum it does make me very tired,Adverse,Divalproex
" The symptoms that I have had for 10 years are extra sweating, (it seems to be coming from my scalp and down my face)",Adverse,Divalproex
" Weight gain that I can't seem to lose, and I'm wondering if anyone else has a ringing or drumming in one or both ears",Adverse,Divalproex
I've been to many Doctors just about my ear but they can't find anything wrong,Other,Divalproex
" """,Other,Divalproex
"""I was just put on divalproex about maybe two weeks ago I found it really helped with my sadness",Effective,Divalproex
Before this one I was on tegretol and it was the horrible it made me wanna kill myself my mood swings were out of control,Other,Divalproex
I felt hopeless unwanted and I was raging out of control I almost lost everything cause nobody could or wanted to be around me,Adverse,Divalproex
So I hope this one helps me now so I can live a somewhat normal life,Other,Divalproex
"""I went on Depakote 10 weeks ago",Other,Divalproex
" My migraines are no different, but I've gained 25 pounds",Ineffective,Divalproex
That's just crazy! Just switched to propranolol and I think my headaches are getting better,Other,Divalproex
"""Just been diagnosed with Bi Polar Disorder after goodness knows how many years of episodes",Other,Divalproex
" Took my shrink the best part of 2 years to finally diagnose me after many different anti depressants, sleepless nights, racing thoughts, and wild partying till the early hours (sometimes on my own!!!)",Other,Divalproex
" Just started on Depakote 3 weeks ago initally on 500mg per day which didn't help my mania, now on 500mg morning, and 500mg evening which calms me down, helps me sleep, deals with my irritability and mania, and generally slows me down",Effective,Divalproex
I have found that I get eye jolts and fuzziness,Adverse,Divalproex
"For the first time in 3 years (when it all started back up!), I am beginning to feel ""NORMAL""",Effective,Divalproex
We'll see how it goes,Other,Divalproex
My consultant has mentioned Lithium also,Other,Divalproex
"""I have been taking Depakote ER for approximately 4 weeks now with good results",Effective,Divalproex
"  Prior to this medication, I was experiencing frequent dull pressure type headaches, some lasting several days, and occasional short duration sharp migraines",Other,Divalproex
"  Since using Depakote ER, I have had no migraines and only a couple of very mild and short duration pressure headaches",Effective,Divalproex
"  

I realize it's only been a short amount of time on this medication, but the relief has been quite noticeable for me",Effective,Divalproex
"

I have also not experienced any sudden weight gain side effects, however, just prior to starting this medication, I commenced a health eating regimen, which has actually caused me to lose several pounds, and which may be contributing to my weight situation",Other,Divalproex
"""I was treated for clinical depression from age 18-40 using a variety of medications",Other,Divalproex
" I've also struggled with alcoholism, drug and sex addiction most of my adult life",Other,Divalproex
" I had a period of six years' solid sobriety beginning in the mid 90's but, even sober, battled with diagnosed clinical depression",Other,Divalproex
At that time I was being treated with Serzone,Other,Divalproex
The more the doctor increased the dosage the more depressed I would become,Adverse,Divalproex
" I obsessed on failed relationships, acted out sexually and financially in very risky ways",Adverse,Divalproex
I finally changed Psychiatrists at the suggestion of my Therapist,Other,Divalproex
The new doctor analyzed my symptoms and indicated that I had been misdiagnosed with clinical depression,Other,Divalproex
" His prognosis was Bipolar II Disorder accompanied by acute depression""",Other,Divalproex
"""Been on this medicine for more than ten years",Other,Divalproex
" The 8/10 is for it is due to its overall minor side effects over time, and its very powerful effects when not taken CONSISTENTLY",Effective,Divalproex
BE ADVISED,Other,Divalproex
This medication works best when taken at the exact time(s) everyday and I have experienced all other symptoms people have described as bothersome but this is not the typical take it to be a walking zombie pill,Effective,Divalproex
" I also don't think people realize how much they are moving when manic and when on this medication, you calm down",Effective,Divalproex
So it's completely natural to want to sit around all day and watch TV,Other,Divalproex
" I also have gained weight and have difficulty shedding the pounds, however I would rather be SANE and curvy",Adverse,Divalproex
" I weighed 130lbs starting, NOW am 178lbs",Adverse,Divalproex
"""I was diagnosed with depression and anxiety 35 years ago, but finally received a diagnosis on the bipolar spectrum two years ago at the age of 60",Other,Divalproex
Depakote ER (2000mg at night) fixed things I didn't know were wrong and has stilled the ultradian cycling that was really my problem all along,Effective,Divalproex
I feel luck that the only side effects I have encountered are hair loss at first (now resolved) and occasional heartburn,Effective,Divalproex
" It relieved most of my depressive and hypomanic symptoms within three weeks, but I just added Lamictal to help a little more with depressive symptoms",Other,Divalproex
I take a complicated stack of meds to manage psych,Other,Divalproex
" symptoms, but Depakote is by far the most important",Other,Divalproex
"""When it worked it was great",Effective,Divalproex
"  Couldn't keep my levels the same, though",Adverse,Divalproex
"  When levels went too high, I got tired and shaky and could not sleep",Adverse,Divalproex
"  When it went too low, I rapid cycled between mania and depression",Adverse,Divalproex
"  May work for you, but not for me",Ineffective,Divalproex
"""As far as control, this drug has been a God send",Effective,Divalproex
"  In way of weight gain, this drug has been a nightmare",Adverse,Divalproex
I have gained 90 lbs in the 10 years on this drug,Adverse,Divalproex
"  I have tried switching medicines, but have had two seizures doing so",Other,Divalproex
I am healthy other than the weight gain,Effective,Divalproex
"  The drug has done what it is meant to do, stop seizures",Effective,Divalproex
I call it being Fat and Functional,Effective,Divalproex
"""This drug took me out of a downward spiraling mixed episode, for that I'm thankful",Effective,Divalproex
"  However, being BiPolar II, the initial dosage of 1750 mg",Other,Divalproex
" which was never recommended to lower after its effectiveness had been reached, almost put me right back to where I was",Ineffective,Divalproex
"  I wouldn't recommend this drug if you're on the depressive side of BiPolar, or for any length of time/dosage that the medication isn't even recommended to be used for",Ineffective,Divalproex
"  I've since switched to Lamictal, will see how it goes",Other,Divalproex
"""I have Bipolar Disorder",Other,Divalproex
" This is the only drug that's worked with out breaking me out in rashes, or making me feel so drugged I couldn't work or function",Effective,Divalproex
The only problem I have with it is it makes me a little hyper,Adverse,Divalproex
" I controls my temper well, without making me sleepy",Effective,Divalproex
"""2007 - Put on 750 mg/day of Depakote alongside Lithium 800 mg/day",Other,Divalproex
Killed libido stone dead,Adverse,Divalproex
Did not help stabilise mood but worked away destabilising good lithium effect,Ineffective,Divalproex
Found this out after stopping Depakote 2014,Other,Divalproex
Depakote has caused prostate cancer which was removed by radical prostatectomy June 2014,Adverse,Divalproex
"  So it has caused me to be severely incontinent now, with erectile dysfunction",Adverse,Divalproex
